advice_episode,start_step,end_step,episode_length,llm_advice,advice_category,llm_priority,alignment_rate,followed_advice,first_action_matches,total_reward,avg_reward,final_sr,sr_change,hp_start,hp_end,hp_change,level_ups,hp_at_advice,reward_before,sr_before,critical_hp_at_start,level_at_start,most_common_action,unique_actions
515,980,980,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.01,388.9,175.0,-925.0,1,1100.0,-0.01,-0.01,0,16,combat,3
516,985,985,1,Move west to explore new area,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1100.0,1100.0,925.0,0,175.0,-0.01,-0.01,0,14,movement,1
517,985,985,4,Search the area for items and potential threats,survival,,0.0,0,False,-0.03,-0.0075,-0.01,0.0,388.9,180.0,-920.0,1,1100.0,-0.01,-0.01,0,16,item_use,3
518,990,990,4,Search for items and potential threats,survival,,0.0,0,False,-0.03,-0.0075,-0.02,-0.01,213.3,980.0,800.0,1,180.0,-0.01,-0.01,0,12,item_use,3
519,990,990,1,Move west to explore new area,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,780.0,780.0,-200.0,0,980.0,-0.01,-0.02,0,14,movement,1
520,995,995,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,388.9,100.0,-680.0,1,780.0,-0.01,-0.01,0,16,movement,3
521,995,995,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,780.0,780.0,680.0,0,100.0,-0.01,-0.01,0,14,combat,1
522,995,995,1,Search for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,228.6,228.6,-551.4,0,780.0,0.0,0.0,0,12,interaction,1
523,1000,1000,1,Search the area for potential threats and opportunities,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,128.6,128.6,-100.0,1,228.6,-0.01,-0.01,0,14,other,1
524,1000,1000,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.02,0.0,780.0,780.0,651.4,0,128.6,0.0,-0.001,0,14,other,1
525,1000,1005,6,Search the area for potential items and clues,exploration,,0.0,0,False,-0.05,-0.008333333333333333,-0.02,0.0,980.0,388.9,-391.0999999999999,3,780.0,-0.01,-0.02,0,14,exploration,6
526,1005,1005,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,780.0,780.0,391.1,0,388.9,-0.01,-0.02,0,14,item_use,1
527,1005,1005,1,Search the area for items and clues,exploration,,0.0,0,False,0.0,0.0,-0.003,0.0,170.6,170.6,-609.4,0,780.0,-0.01,-0.02,0,12,interaction,1
528,1010,1010,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.0025,0.01,0.01,220.0,250.0,79.40000000000015,2,170.6,0.0,-0.003,0,14,movement,4
529,1010,1010,1,Eat something to regain health,survival,,0.0,0,False,0.0,0.0,0.001,0.0,800.0,800.0,550.0,0,250.0,0.0,0.01,0,14,movement,1
530,1015,1015,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,585.7,585.7,-214.29999999999995,0,800.0,0.0,0.001,0,14,equipment,1
531,1015,1015,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.0075,-0.01,0.0,180.0,1350.0,764.3,2,585.7,-0.01,-0.01,0,14,combat,4
532,1020,1020,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,388.9,388.9,-961.1,1,1350.0,-0.01,-0.01,0,16,movement,1
533,1020,1020,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1500.0,1500.0,1111.1,0,388.9,-0.01,-0.01,0,14,movement,1
534,1020,1025,4,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.0075,-0.01,0.0,180.0,1060.0,-440.0,1,1500.0,-0.01,-0.01,0,14,movement,4
535,1025,1025,1,Investigate the wall and potential stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1075.0,1075.0,15.0,0,1060.0,-0.01,-0.01,0,14,movement,1
536,1025,1025,3,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,180.0,388.9,-686.1,1,1075.0,-0.01,-0.01,0,14,interaction,3
537,1030,1030,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,180.0,180.0,-208.89999999999998,0,388.9,-0.01,-0.01,0,14,movement,1
538,1030,1030,1,Investigate the wall and potential stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,716.7,716.7,536.7,0,180.0,-0.01,-0.02,0,14,item_use,1
539,1030,1035,7,Move kitten out of the way and continue exploring,movement,,0.0,0,False,-0.04,-0.005714285714285714,-0.02,-0.028999999999999998,309.1,228.6,-488.1,3,716.7,-0.01,-0.01,0,16,interaction,7
540,1035,1040,2,Investigate the wall and potential exits,other,,0.0,0,False,-0.01,-0.005,0.003,0.013000000000000001,716.7,1100.0,871.4,1,228.6,-0.01,-0.02,0,14,combat,2
541,1040,1045,6,Search the area for potential threats and items,survival,,0.0,0,False,-0.060000000000000005,-0.01,-0.01,0.0,213.3,1375.0,275.0,3,1100.0,0.0,0.003,0,12,movement,5
542,1045,1045,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,0.0,0.0,-0.002,0.0,683.3,683.3,-691.7,0,1375.0,-0.01,-0.01,0,14,item_use,1
543,1045,1045,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.005,0.0,0.02,100.0,200.0,-483.29999999999995,0,683.3,0.0,-0.002,0,14,movement,2
544,1050,1050,1,Search the stairs_down northeast for potential items or clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,455.6,455.6,255.60000000000002,1,200.0,0.0,0.0,0,14,combat,1
545,1050,1055,5,Eat to regain health,survival,,0.0,0,False,-0.03,-0.006,-0.01,0.01,100.0,407.7,-47.900000000000034,2,455.6,-0.01,-0.01,0,14,combat,5
546,1055,1055,1,Explore the stairs down northeast to gain more experience and potentially collect items.,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,455.6,455.6,47.900000000000034,0,407.7,-0.01,-0.01,0,14,item_use,1
547,1055,1055,3,Eat to regain health,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,0.0,180.0,180.0,-275.6,0,455.6,-0.01,-0.01,0,14,equipment,3
548,1060,1060,2,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.005,-0.01,-0.02,1475.0,164.7,-15.299999999999955,1,180.0,-0.01,-0.01,0,14,movement,2
549,1060,1060,1,Explore the stairs down northeast to gain more experience and potentially collect items.,exploration,,0.0,0,False,-0.01,-0.01,-0.02,0.0,455.6,455.6,290.90000000000003,1,164.7,-0.01,-0.01,0,14,movement,1
550,1060,1065,4,Move away from the orc threats,survival,,0.0,0,False,-0.03,-0.0075,0.001,0.011,407.7,200.0,-255.60000000000002,2,455.6,-0.01,-0.02,0,16,movement,4
551,1065,1065,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,0.0,0.0,0.012,0.0,430.0,430.0,230.0,0,200.0,0.0,0.001,0,14,exploration,1
552,1065,1065,2,Move away from the orc threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,400.0,2200.0,1770.0,1,430.0,0.0,0.012,0,16,item_use,2
553,1070,1070,1,Search the stairs_down northeast for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,455.6,455.6,-1744.4,0,2200.0,-0.01,-0.01,0,14,item_use,1
554,1070,1075,7,Search the area for potential threats and items,survival,,0.0,0,False,-0.05,-0.0071428571428571435,-0.01,0.0,122.2,111.1,-344.5000000000002,2,455.6,-0.01,-0.01,0,14,combat,5
555,1075,1075,1,Move northeast to explore the stairs_down,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,440.0,440.0,328.9,0,111.1,-0.01,-0.01,0,14,item_use,1
556,1075,1075,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,187.5,187.5,-252.5,0,440.0,-0.01,-0.01,0,12,movement,1
557,1080,1080,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.009000000000000001,128.6,1340.0,1152.5,1,187.5,-0.01,-0.01,0,14,equipment,2
558,1080,1080,1,Move northeast to explore the stairs_down,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,466.7,466.7,-873.3,0,1340.0,-0.01,-0.01,0,14,equipment,1
559,1080,1085,5,Investigate the solid stone and potential threats,survival,,0.0,0,False,-0.03,-0.006,-0.01,-0.019,384.6,384.6,-82.09999999999997,3,466.7,-0.01,-0.01,0,16,movement,5
560,1085,1085,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,466.7,466.7,82.09999999999997,0,384.6,-0.01,-0.01,0,14,movement,1
561,1085,1085,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1340.0,1340.0,873.3,0,466.7,-0.01,-0.01,0,14,movement,1
562,1090,1090,2,Investigate the orc threats southwest and south,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,392.3,100.0,-1240.0,1,1340.0,-0.01,-0.02,0,16,equipment,2
563,1090,1090,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,509.1,509.1,409.1,0,100.0,-0.01,-0.01,0,14,movement,1
564,1090,1095,5,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.006,-0.02,0.0,1340.0,1340.0,830.9,1,509.1,-0.01,-0.01,0,14,movement,5
565,1095,1095,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,509.1,509.1,-830.9,0,1340.0,-0.01,-0.02,0,14,interaction,1
566,1095,1095,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,180.0,180.0,-329.1,0,509.1,-0.01,-0.01,0,14,equipment,1
567,1100,1100,2,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.005,0.0,0.01,180.0,392.3,212.3,1,180.0,-0.01,-0.01,0,14,combat,2
568,1100,1100,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.02,0.0,509.1,509.1,116.80000000000001,0,392.3,0.0,0.0,0,14,exploration,1
569,1100,1105,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.002,1180.0,392.3,-116.80000000000004,1,509.1,-0.01,-0.02,0,14,movement,3
570,1105,1105,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,509.1,509.1,116.80000000000001,0,392.3,-0.01,-0.01,0,14,interaction,1
571,1105,1105,3,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.0033333333333333335,0.002,0.022,180.0,206.7,-302.4,0,509.1,-0.01,-0.02,0,14,exploration,3
572,1110,1110,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,509.1,509.1,302.40000000000003,1,206.7,0.0,0.002,0,14,interaction,1
573,1110,1115,5,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.006,-0.01,0.0,1340.0,376.9,-132.20000000000005,2,509.1,-0.01,-0.02,0,14,combat,5
574,1115,1115,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,455.6,455.6,78.70000000000005,0,376.9,-0.01,-0.01,0,14,inventory,1
575,1115,1115,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,0.0,0.01,2133.3,175.0,-280.5999999999999,0,455.6,-0.01,-0.01,0,14,equipment,2
576,1120,1120,2,Eat to regain health,survival,,0.0,0,False,0.0,0.0,-0.001,-0.012,3250.0,168.8,-6.199999999999818,1,175.0,0.0,0.0,0,14,movement,2
577,1120,1120,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.011,0.0,525.0,525.0,356.2,1,168.8,0.0,-0.001,0,14,movement,1
578,1120,1125,4,Eat something to regain health,survival,,0.0,0,False,-0.04,-0.01,-0.01,0.0,183.3,384.6,-140.4000000000001,2,525.0,0.0,0.011,0,14,equipment,4
579,1125,1125,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,820.0,820.0,435.4,0,384.6,-0.01,-0.01,0,14,item_use,1
580,1125,1125,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,171.4,158.8,-661.2,0,820.0,-0.01,-0.01,0,14,equipment,2
581,1130,1130,2,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.001,0.001,180.0,185.7,26.899999999999977,1,158.8,-0.01,-0.01,0,12,inventory,2
582,1130,1130,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,820.0,820.0,634.3,0,185.7,0.0,0.001,0,14,movement,1
583,1130,1135,5,Search the area for items and clues to progress deeper,exploration,,0.0,0,False,-0.04,-0.008,-0.02,-0.01,2233.3,384.6,-435.4,2,820.0,-0.01,-0.01,0,14,movement,5
584,1135,1135,1,Explore the stairs down northeast to gain more experience and potentially find items,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,820.0,820.0,435.4,0,384.6,-0.01,-0.02,0,14,item_use,1
585,1135,1135,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,180.0,180.0,-640.0,0,820.0,-0.01,-0.01,0,12,movement,1
586,1140,1140,1,Explore the stairs down northeast to gain more experience and potentially find items,exploration,,0.0,0,False,0.0,0.0,-0.001,0.0,525.0,525.0,345.0,1,180.0,-0.01,-0.01,0,14,movement,1
587,1140,1145,7,Search the area for items and potential threats,survival,,0.0,0,False,-0.05,-0.0071428571428571435,-0.007,0.003,111.1,180.0,-345.0,3,525.0,0.0,-0.001,0,14,movement,6
588,1145,1145,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,585.7,585.7,405.70000000000005,0,180.0,0.0,-0.007,0,14,interaction,1
589,1145,1145,1,Search the area for items and clues,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,158.8,158.8,-426.90000000000003,0,585.7,-0.01,-0.01,0,12,exploration,1
590,1150,1150,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1900.0,1900.0,1741.2,1,158.8,0.0,0.0,0,14,combat,1
591,1150,1150,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,2200.0,400.0,-1500.0,1,1900.0,-0.01,-0.01,0,14,interaction,3
592,1155,1155,1,Search the stairs_down northeast for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1850.0,1850.0,1450.0,0,400.0,-0.01,-0.01,0,14,exploration,1
593,1155,1155,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,2233.3,158.8,-1691.2,1,1850.0,-0.01,-0.01,0,14,equipment,3
594,1160,1160,1,Search the stairs_down northeast for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1750.0,1750.0,1591.2,1,158.8,-0.01,-0.01,0,14,combat,1
595,1160,1165,6,Prioritize avoiding the orc threats southwest and south,survival,,0.0,0,False,-0.060000000000000005,-0.01,-0.02,-0.01,384.6,158.8,-1591.2000000000003,3,1750.0,-0.01,-0.01,0,16,item_use,6
596,1165,1165,1,Investigate the stairs_down northeast,other,,0.0,0,False,0.0,0.0,0.006,0.0,1366.7,1366.7,1207.9,1,158.8,-0.01,-0.02,0,14,inventory,1
597,1170,1170,2,Eat something to recover health,survival,,0.0,0,False,-0.02,-0.01,-0.02,0.0,2233.3,384.6,-982.1000000000001,1,1366.7,0.0,0.006,0,14,item_use,1
598,1170,1170,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1700.0,1700.0,1315.4,0,384.6,-0.01,-0.02,0,14,interaction,1
599,1170,1170,1,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,158.8,158.8,-1541.2,0,1700.0,-0.01,-0.01,0,12,equipment,1
600,1175,1175,1,Explore the stairs down northeast,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1700.0,1700.0,1541.2,1,158.8,-0.01,-0.02,0,14,combat,1
601,1175,1175,3,Search the area for potential items and threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.02,-0.01,158.8,2233.3,533.3000000000002,1,1700.0,-0.01,-0.01,0,12,equipment,3
602,1180,1180,3,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,0.01,2233.3,392.3,-1841.0000000000002,1,2233.3,-0.01,-0.02,0,14,interaction,2
603,1180,1180,1,Explore the stairs down northeast,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,1750.0,1750.0,1357.7,0,392.3,-0.01,-0.01,0,14,combat,1
604,1185,1185,1,Search the area for potential items and threats,survival,,0.0,0,False,0.0,0.0,-0.002,0.0,193.3,193.3,-1556.7,0,1750.0,0.0,0.0,0,12,item_use,1
605,1185,1185,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1600.0,1600.0,1406.7,1,193.3,0.0,-0.002,0,14,equipment,1
606,1185,1185,2,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.02,-0.01,-0.02,-0.01,330.0,2233.3,633.3000000000002,1,1600.0,-0.01,-0.01,0,16,equipment,2
607,1190,1190,3,Move away from the orcs to ensure survival,movement,,0.0,0,False,-0.03,-0.01,-0.01,0.0,309.1,170.6,-2062.7000000000003,1,2233.3,-0.01,-0.02,0,16,movement,3
608,1190,1190,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1500.0,1500.0,1329.4,1,170.6,-0.01,-0.01,0,14,inventory,1
609,1195,1195,1,Move away from the orcs to ensure survival,movement,,0.0,0,False,-0.01,-0.01,-0.01,0.0,350.0,350.0,-1150.0,1,1500.0,-0.01,-0.01,0,16,item_use,1
610,1195,1195,1,Investigate stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1450.0,1450.0,1100.0,0,350.0,-0.01,-0.01,0,14,movement,1
611,1195,1195,2,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.005,-0.01,-0.011,1340.0,193.3,-1256.7,0,1450.0,-0.01,-0.01,0,14,equipment,2
612,1200,1200,3,Explore the area to gather more information,exploration,,0.0,0,False,-0.01,-0.0033333333333333335,0.0,0.01,188.2,388.9,195.60000000000036,2,193.3,-0.01,-0.01,0,12,movement,3
613,1200,1200,1,Investigate stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1450.0,1450.0,1061.1,0,388.9,0.0,0.0,0,14,movement,1
614,1205,1205,2,Explore the area to gather more information,exploration,,0.0,0,False,-0.01,-0.005,0.002,0.012,182.4,1675.0,225.0,1,1450.0,-0.01,-0.01,0,12,combat,2
615,1205,1205,1,Explore the stairs down northeast to gain more experience and potentially find items,exploration,,0.0,0,False,0.0,0.0,0.009,0.0,1400.0,1400.0,-275.0,0,1675.0,0.0,0.002,0,14,interaction,1
616,1205,1205,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,388.9,388.9,-1011.1,1,1400.0,0.0,0.009,0,16,movement,1
617,1210,1210,1,Explore the stairs down northeast to gain more experience and potentially find items,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1300.0,1300.0,911.1,0,388.9,-0.01,-0.01,0,14,movement,1
618,1210,1215,5,Search the area for potential threats and items,survival,,0.0,0,False,-0.04,-0.008,0.007,0.017,206.7,1260.0,-40.0,2,1300.0,-0.01,-0.01,0,12,movement,5
619,1215,1215,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.009,0.0,1450.0,1450.0,190.0,0,1260.0,0.0,0.007,0,14,movement,1
620,1215,1215,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,200.0,200.0,-1250.0,0,1450.0,-0.01,-0.009,0,12,inventory,1
621,1220,1220,1,Investigate the stairs_down northeast,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1200.0,1200.0,1000.0,1,200.0,-0.01,-0.01,0,14,movement,1
622,1220,1220,3,Search the area for potential items or clues,exploration,,0.0,0,False,-0.03,-0.01,-0.011,-0.0009999999999999992,1260.0,176.5,-1023.5,1,1200.0,-0.01,-0.01,0,14,movement,3
623,1225,1225,1,Clear the grid bug blocking your path,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1250.0,1250.0,1073.5,1,176.5,-0.01,-0.011,0,14,movement,1
624,1225,1225,3,Investigate the orc threats southwest and south,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.002,0.008,309.1,200.0,-1050.0,1,1250.0,-0.01,-0.01,0,16,movement,3
625,1230,1230,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,200.0,200.0,0.0,0,200.0,0.0,-0.002,0,12,equipment,1
626,1230,1230,1,Clear the grid bug blocking your path,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1250.0,1250.0,1050.0,1,200.0,-0.01,-0.01,0,14,other,1
627,1230,1230,2,Prioritize moving away from the orc threats,survival,,0.0,0,False,-0.01,-0.005,0.001,0.011,318.2,1240.0,-10.0,1,1250.0,-0.01,-0.01,0,16,equipment,2
628,1235,1235,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1250.0,1250.0,10.0,0,1240.0,0.0,0.001,0,14,combat,1
629,1235,1235,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,1180.0,318.2,-931.8,1,1250.0,-0.01,-0.02,0,14,equipment,3
630,1240,1240,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1250.0,1250.0,931.8,0,318.2,-0.01,-0.01,0,14,movement,1
631,1240,1240,3,Search the area for potential items or clues,exploration,,0.0,0,False,-0.02,-0.006666666666666667,-0.02,-0.01,176.5,318.2,-931.8,2,1250.0,-0.01,-0.02,0,12,equipment,3
632,1245,1245,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1250.0,1250.0,931.8,0,318.2,-0.01,-0.02,0,14,inventory,1
633,1245,1245,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.02,-0.01,1340.0,318.2,-931.8,1,1250.0,-0.01,-0.02,0,14,movement,3
634,1250,1250,2,Avoid the orcs and focus on survival,defensive,,0.0,0,False,-0.02,-0.01,-0.01,0.0,318.2,228.6,-89.6,0,318.2,-0.01,-0.02,0,16,movement,2
635,1250,1250,1,Investigate the stairs down northeast,other,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1250.0,1250.0,1021.4,1,228.6,-0.01,-0.01,0,14,movement,1
